Sample;Estimated;True;Error;Samples_Used
2183;[ 22.865 112.21    3.7  ];[ 22.999 116.74    3.7  ];4.531981465098904;[666]
2184;[ 61.935 106.03    3.7  ];[ 61.523 106.21    3.7  ];0.44960427044234863;[948]
2185;[37.075 39.92   3.7  ];[34.991 52.36   3.7  ];12.613352290331067;[506]
2186;[ 32.024 133.1     0.   ];[ 30.955 130.45    0.   ];2.857492082228757;[1715]
2187;[22.031 28.895  0.   ];[22.064 29.22   0.   ];0.3266710884054474;[1857]
2188;[37.798 81.548  3.7  ];[38.211 86.098  3.7  ];4.568705396499097;[1404]
2189;[ 49.588 109.94   11.1  ];[ 52.128 108.03   11.1  ];3.178002517305482;[460]
2190;[27.87  67.605  0.   ];[26.722 67.044  0.   ];1.2777421492617387;[2754]
2191;[ 44.472 138.65    0.   ];[ 44.048 138.84    0.   ];0.464624579633922;[2549]
2192;[35.169 41.371  0.   ];[40.396 36.352  0.   ];7.246508814594797;[1007]
2193;[38.378 75.584  3.7  ];[38.211 73.861  3.7  ];1.731074232954785;[595]
2194;[ 28.425 141.8     0.   ];[ 29.249 141.42    0.   ];0.9074006832706348;[2532]
2195;[ 39.046 105.94    7.4  ];[ 38.667 100.32    7.4  ];5.63276495160237;[1247]
2196;[37.843 67.023  7.4  ];[37.565 62.948  7.4  ];4.084471691663436;[421]
2197;[24.416 35.146  0.   ];[22.265 31.279  0.   ];4.4249847457364195;[940]
2198;[35.091 37.317  3.7  ];[34.98  35.952  3.7  ];1.3695057502617527;[1432]
2199;[34.088 22.105  3.7  ];[33.743 21.4    3.7  ];0.7848885271170689;[303]
2200;[14.208 59.811  3.7  ];[14.185 59.609  3.7  ];0.20330518930907607;[2475]
2201;[36.238 74.011  0.   ];[34.422 74.229  0.   ];1.8290379985117888;[2177]
2202;[54.804 74.459  7.4  ];[54.302 74.672  7.4  ];0.5453191725952792;[2238]
2203;[14.831 96.745  0.   ];[15.132 91.443  0.   ];5.31053716680338;[1505]
2204;[ 41.117 148.43    3.7  ];[ 40.671 148.61    3.7  ];0.48095322017842923;[1235]
2205;[ 31.824 131.42    0.   ];[ 39.513 132.34    0.   ];7.743844071260731;[1398]
2206;[19.222 69.621  3.7  ];[19.467 72.384  3.7  ];2.773841019236688;[1789]
2207;[68.332 94.014  0.   ];[68.945 94.168  0.   ];0.6320482576512673;[1899]
2208;[25.663 71.904  0.   ];[27.324 71.882  0.   ];1.6611456889749328;[2787]
2209;[37.854 88.306  7.4  ];[40.239 80.668  7.4  ];8.001704130996089;[3093]
2210;[ 69.98 131.91  11.1 ];[ 69.668 132.04   11.1  ];0.3379999999999961;[1853]
2211;[ 45.909 148.79    0.   ];[ 46.265 148.64    0.   ];0.38631075573947316;[688]
2212;[ 22.073 144.22    0.   ];[ 23.009 146.38    0.   ];2.354080712295138;[2757]
2213;[38.534 77.233  3.7  ];[37.587 79.094  3.7  ];2.08809243090433;[14]
2214;[ 5.8613 41.857   0.    ];[ 11.197 134.44    0.   ];92.73662482261257;[1445]
2215;[36.016 61.449  3.7  ];[36.818 58.851  3.7  ];2.718971864510553;[810]
2216;[ 26.308 132.64    0.   ];[ 29.339 134.24    0.   ];3.4273839878251264;[2606]
2217;[34.433 76.011  0.   ];[35.024 75.931  0.   ];0.5963899730880802;[710]
2218;[ 42.244 110.48    7.4  ];[ 46.913 102.37    7.4  ];9.35797312456068;[150]
2219;[23.992 70.501  0.   ];[23.2   73.296  0.   ];2.9050454385430893;[394]
2220;[ 60.363 135.67    7.4  ];[ 58.657 137.36    7.4  ];2.401361280607335;[2213]
2221;[17.873 87.367  0.   ];[16.859 87.469  0.   ];1.01911726508778;[2963]
2222;[21.874 99.076  3.7  ];[ 22.13 101.84   3.7 ];2.7758299659741508;[1122]
2223;[ 47.938 129.74   11.1  ];[ 47.013 127.69   11.1  ];2.2490275676389686;[2347]
2224;[ 64.53 130.02   0.  ];[ 66.614 134.24    0.   ];4.706533331444706;[2653]
2225;[25.296 50.098  0.   ];[25.329 50.637  0.   ];0.540009259179879;[3085]
2226;[57.4   81.959  0.   ];[56.943 82.161  0.   ];0.49965287950736353;[1272]
2227;[40.173 42.721  0.   ];[39.883 42.844  0.   ];0.3150063491423636;[538]
2228;[22.899 91.208  3.7  ];[22.81  90.141  3.7  ];1.0707053749748272;[1573]
2229;[40.796 69.503 11.1  ];[40.774 77.915 11.1  ];8.41202876837687;[922]
2230;[ 23.144 113.13    3.7  ];[ 23.199 113.67    3.7  ];0.5427936993002103;[2670]
2231;[23.969 89.746  3.7  ];[23.701 86.626  3.7  ];3.1314891026474836;[1663]
2232;[21.106 42.508  0.   ];[22.343 55.389  3.7  ];13.458838359977431;[74]
2233;[37.175 54.579  3.7  ];[37.387 49.591  3.7  ];4.992503179768641;[1949]
2234;[ 28.705 102.41    3.7  ];[ 25.384 102.41    3.7  ];3.320999999999998;[1634]
2235;[15.969 23.715  0.   ];[16.883 23.646  0.   ];0.9166007855113366;[2919]
2236;[ 20.178 145.53    0.   ];[ 24.157 141.59    0.   ];5.59964650670022;[2575]
2237;[ 42.188 118.16   11.1  ];[ 43.603 117.39   11.1  ];1.6109391670699398;[1814]
2238;[ 23.723 100.05    3.7  ];[24.414 94.707  3.7  ];5.3874975638045575;[3013]
2239;[ 44.227 120.78    0.   ];[ 43.781 120.98    0.   ];0.48879034360347107;[2254]
2240;[ 33.574 122.89    3.7  ];[ 36.371 122.43    3.7  ];2.834573865680698;[374]
2241;[37.52  67.477  0.   ];[38.3   77.078  0.   ];9.632632090970773;[2977]
2242;[ 18.017 127.52    3.7  ];[ 18.006 127.2     3.7  ];0.320189006681984;[945]
2243;[ 40.35 103.71   7.4 ];[ 40.639 107.96    7.4  ];4.259814667330024;[3051]
2244;[23.969 89.746  3.7  ];[23.913 89.122  3.7  ];0.6265077812764931;[1663]
2245;[38.478 75.878 11.1  ];[38.578 76.961 11.1  ];1.0876070062297303;[2808]
2246;[ 24.313 118.97    3.7  ];[ 24.971 119.15    3.7  ];0.6821759303874655;[160]
2247;[ 7.6551 63.753   0.    ];[ 7.3654 60.27    0.    ];3.49502719445786;[569]
2248;[ 43.793 112.32   11.1  ];[ 41.597 111.45   11.1  ];2.3620575776216746;[3059]
2249;[37.965 89.96   7.4  ];[37.932 89.426  7.4  ];0.5350186912622692;[819]
2250;[ 42.144 110.22    7.4  ];[ 44.473 103.49    7.4  ];7.121596801279897;[357]
2251;[ 31.467 126.26    3.7  ];[ 34.866 124.82    3.7  ];3.691449715220301;[2610]
2252;[ 42.211 101.88    3.7  ];[ 39.87 104.87   3.7 ];3.7974176752103603;[1243]
2253;[56.486 75.616  0.   ];[59.194 73.317  0.   ];3.552276030941298;[239]
2254;[16.904 62.884  3.7  ];[16.871 62.5    3.7  ];0.38541536035814705;[2788]
2255;[24.883 64.095  0.   ];[24.805 62.996  0.   ];1.1017644938914997;[43]
2256;[39.57  92.808  0.   ];[39.325 89.8    0.   ];3.0179610666806256;[284]
2257;[ 44.962 144.68    3.7  ];[ 48.216 143.36    3.7  ];3.5115404027292594;[2968]
2258;[ 44.505 127.52    7.4  ];[ 45.141 129.13    7.4  ];1.7310678785073659;[1135]
2259;[ 25.673 113.32    0.   ];[ 26.052 115.18    0.   ];1.8982204824519335;[2275]
2260;[ 25.194 119.12    3.7  ];[ 23.177 119.46    3.7  ];2.0454556949491693;[216]
2261;[ 48.784 144.77   11.1  ];[ 49.809 144.29   11.1  ];1.131823749529941;[2890]
2262;[32.851 74.32   0.   ];[32.929 74.912  0.   ];0.5971164040620688;[1248]
2263;[ 35.612 136.4     0.   ];[ 34.832 136.76    0.   ];0.8590692637965761;[2336]
2264;[18.911 40.507  3.7  ];[15.59  32.522  3.7  ];8.64807874617247;[1557]
2265;[38.189 58.462 11.1  ];[39.002 67.386 11.1  ];8.960956701156404;[2776]
2266;[60.665 73.168 11.1  ];[63.997 71.722 11.1  ];3.632236225798102;[80]
2267;[ 27.312 101.36    0.   ];[ 27.969 101.29    0.   ];0.6607185482487979;[2426]
2268;[ 66.18 134.15   7.4 ];[ 75.139 133.3     0.   ];11.65101630760166;[1071]
2269;[ 23.467 111.97    3.7  ];[ 24.737 113.28    3.7  ];1.8245547402037585;[131]
2270;[46.345 89.522  0.   ];[ 48.785 100.85    0.   ];11.587803243065519;[1250]
2271;[ 18.92 128.93   0.  ];[ 18.073 131.16    0.   ];2.385436857265343;[2009]
2272;[ 35.713 124.47    3.7  ];[ 36.516 124.12    3.7  ];0.8759617571560939;[52]
2273;[ 48.203 167.42    0.   ];[ 50.176 168.13    0.   ];2.0968617026404024;[1202]
2274;[44.473 79.558  0.   ];[59.696 80.934  0.   ];15.285061498077132;[54]
2275;[ 25.003 150.98    0.   ];[ 25.259 151.56    0.   ];0.6339842269331427;[2209]
2276;[ 34.131 125.77    3.7  ];[ 28.481 123.74    3.7  ];6.003615577300065;[3028]
2277;[66.727 77.798  0.   ];[65.981 78.134  0.   ];0.8181760201814845;[615]
2278;[17.005 37.648  3.7  ];[19.323 45.143  3.7  ];7.845262838171833;[2673]
2279;[43.582 82.113  3.7  ];[38.4   88.296  3.7  ];8.06737956216268;[2189]
2280;[38.924 80.924 11.1  ];[40.774 83.57  11.1  ];3.228593501820868;[1665]
2281;[ 51.125 133.94    0.   ];[ 52.774 136.83    0.   ];3.3273564582112463;[1957]
2282;[32.372 22.041  3.7  ];[32.64  25.209  3.7  ];3.179315649632794;[696]
2283;[14.831 96.745  0.   ];[14.931 96.318  0.   ];0.4385533034877353;[1505]
2284;[53.076 77.089  0.   ];[54.581 76.438  0.   ];1.6397640074108233;[3019]
2285;[ 10.629 111.96    0.   ];[ 11.019 110.43    0.   ];1.5789236840328795;[137]
2286;[ 42.823 107.     11.1  ];[ 46.935 110.23   11.1  ];5.228904665415123;[2114]
2287;[ 42.177 116.68    7.4  ];[ 43.492 111.91    7.4  ];4.947941491165805;[2199]
2288;[50.235 77.275  7.4  ];[59.473 72.469  7.4  ];10.413370251748475;[567]
2289;[ 29.372 125.17    3.7  ];[ 29.852 125.03    3.7  ];0.5000000000000006;[2512]
2290;[ 48.26 146.36   0.  ];[ 51.548 144.93    0.   ];3.5855047064534786;[2783]
2291;[ 51.793 140.32   11.1  ];[ 52.272 139.43   11.1  ];1.0107131145879007;[2897]
2292;[21.25  92.083  3.7  ];[21.294 92.595  3.7  ];0.513887147144196;[2071]
2293;[ 54.937 107.89    0.   ];[ 42.344 113.3     0.   ];13.70590197688572;[2914]
2294;[43.961 79.686 11.1  ];[43.615 79.836 11.1  ];0.3771153669634732;[1284]
2295;[ 34.431 141.38    0.   ];[ 33.551 141.76    0.   ];0.9585405573057347;[1452]
2296;[ 15.476 129.66    0.   ];[ 15.064 129.75    0.   ];0.4217155439392782;[3078]
2297;[69.97 72.32  0.  ];[65.568 78.321  0.   ];7.442419297513414;[2294]
2298;[ 28.425 141.8     0.   ];[ 20.301 143.18    0.   ];8.240374748759914;[2532]
2299;[ 35.59 137.67   3.7 ];[ 36.014 138.69    3.7  ];1.1046157703020631;[1885]
2300;[36.228 52.637  3.7  ];[36.417 38.139  3.7  ];14.499231876206405;[2081]
2301;[ 42.578 106.24   11.1  ];[ 41.898 114.84   11.1  ];8.626841832327758;[1151]
2302;[45.221 40.593  0.   ];[45.455 40.491  0.   ];0.25526456863419494;[1891]
2303;[ 31.712 136.12    0.   ];[ 31.188 136.37    0.   ];0.5805824661492981;[1394]
2304;[29.006 92.381  0.   ];[29.485 96.931  0.   ];4.575143822875951;[1128]
2305;[22.097 82.167  3.7  ];[21.718 77.873  3.7  ];4.310693331704307;[578]
2306;[11.99  85.805  0.   ];[12.569 85.757  0.   ];0.580986230473667;[736]
2307;[ 4.1451 45.196   0.    ];[ 5.3822 36.117   0.    ];9.162895689136706;[343]
2308;[18.866 65.652  3.7  ];[19.066 67.877  3.7  ];2.233970680201505;[363]
2309;[ 37.072 142.14    0.   ];[ 32.537 129.7     0.   ];13.240839286087569;[2002]
2310;[ 49.063 138.44    0.   ];[ 54.835 139.04    0.   ];5.803101239854426;[358]
2311;[66.07  70.821 11.1  ];[62.003 72.592 11.1  ];4.435868573346143;[1107]
2312;[57.189   3.1791  0.    ];[57.646   2.9711  0.    ];0.5021085540000297;[2728]
2313;[24.537 93.768  3.7  ];[23.779 99.593  3.7  ];5.874111762641228;[1569]
2314;[ 63.806 130.36    0.   ];[ 63.917 135.44    0.   ];5.081212552137515;[372]
2315;[23.279 27.199  0.   ];[19.256 41.958  0.   ];15.29747070596966;[1936]
2316;[21.083 70.725  3.7  ];[21.484 75.206  3.7  ];4.498906756090871;[1682]
2317;[14.374 89.16   0.   ];[15.566 91.4    0.   ];2.5374128556464832;[773]
2318;[ 14.228 120.33    0.   ];[ 14.34 121.22   0.  ];0.8970195092638739;[141]
2319;[54.804 74.459  7.4  ];[53.868 74.859  7.4  ];1.0178880095570402;[2238]
2320;[34.579 31.317  3.7  ];[34.177 26.601  3.7  ];4.733102576534763;[2524]
2321;[ 15.198 104.64    0.   ];[ 14.663 104.7     0.   ];0.538353972772562;[2001]
2322;[ 22.697 145.66    0.   ];[ 23.543 147.62    0.   ];2.134787108823742;[632]
2323;[ 22.386 120.1     3.7  ];[ 20.413 121.13    3.7  ];2.225674953806148;[1678]
2324;[19.858 47.922  0.   ];[36.328 35.701  3.7  ];20.839955398224824;[2144]
2325;[34.434 22.787  3.7  ];[33.966 21.854  3.7  ];1.0437973941335532;[1956]
2326;[17.149 65.658  3.7  ];[17.227 66.522  3.7  ];0.8675136886528116;[145]
2327;[38.902 64.473  7.4  ];[40.094 80.31   3.7  ];16.30709762649381;[2320]
2328;[34.3   20.531  0.   ];[32.361 20.312  0.   ];1.9513282655668163;[1308]
2329;[35.938 15.933  0.   ];[42.702 18.237  0.   ];7.145635870935486;[1799]
2330;[ 56.508 105.58    7.4  ];[ 57.11 106.33   7.4 ];0.9617192937650758;[483]
2331;[ 33.15 125.55   3.7 ];[ 33.261 127.47    3.7  ];1.923205917212197;[2089]
2332;[ 21.961 143.99    0.   ];[ 22.429 147.91    0.   ];3.9478378892755845;[2617]
2333;[33.932 39.291  0.   ];[36.751 44.097  0.   ];5.571749904652937;[788]
2334;[ 48.203 167.42    0.   ];[ 50.8 169.6   0. ];3.3906944716385166;[1202]
2335;[ 43.581 108.76   11.1  ];[ 42.534 105.75   11.1  ];3.186896452663632;[265]
2336;[ 32.827 120.81    0.   ];[ 32.95 121.06   0.  ];0.2786198126479902;[1740]
2337;[ 42.443 142.69    0.   ];[ 43.379 142.23    0.   ];1.0429266513039195;[1905]
2338;[ 50.623 129.87    0.   ];[ 50.255 130.05    0.   ];0.40966327636242766;[1070]
2339;[ 21.649 152.22    0.   ];[ 23.956 148.56    0.   ];4.3264129483903835;[382]
2340;[27.602 62.937  0.   ];[28.505 61.214  0.   ];1.9452860972103805;[2079]
2341;[35.793 45.596  3.7  ];[36.116 37.328  3.7  ];8.274306798759634;[1999]
2342;[37.231 17.16   0.   ];[39.07  16.349  0.   ];2.0098860664226703;[2076]
2343;[38.132 92.456  7.4  ];[38.11  91.987  7.4  ];0.46951570793745306;[2105]
2344;[27.045 70.069  0.   ];[27.101 70.602  0.   ];0.5359337645642426;[1165]
2345;[19.155 55.64   3.7  ];[18.476 61.326  3.7  ];5.726398257194482;[227]
2346;[38.623 78.465  7.4  ];[38.824 81.399  7.4  ];2.9408769100389063;[1449]
2347;[ 33.273 129.36    0.   ];[ 32.838 132.76    0.   ];3.4277142529679816;[2895]
2348;[ 27.98 114.88   0.  ];[ 28.192 114.84    0.   ];0.21574058496258708;[2156]
2349;[ 26.441 152.43    0.   ];[ 26.831 152.26    0.   ];0.42544094772365987;[897]
2350;[ 49.61 116.95   0.  ];[ 48.618 117.39    0.   ];1.085202285290624;[959]
2351;[ 42.5  119.29   0.  ];[ 40.371 120.23    0.   ];2.3272818909620696;[2924]
2352;[ 19.232 112.62    0.   ];[ 20.837 110.77    0.   ];2.4491886411626265;[228]
2353;[46.713 79.83   0.   ];[40.161 82.652  0.   ];7.133890102882158;[1709]
2354;[23.345 63.433  0.   ];[23.39  63.865  0.   ];0.4343374264324939;[716]
2355;[ 13.638 115.28    0.   ];[ 11.799 113.73    0.   ];2.405082327073232;[1750]
2356;[30.165 55.773  3.7  ];[33.72  57.496  3.7  ];3.9505384443136347;[72]
2357;[ 67.25 127.26   0.  ];[ 66.915 134.11    0.   ];6.858186713702108;[2150]
2358;[23.924 86.759  0.   ];[22.687 98.878  0.   ];12.181967410890573;[2876]
2359;[37.186 63.311  0.   ];[36.963 55.224  0.   ];8.090074041688373;[2545]
2360;[37.398 63.524 11.1  ];[37.442 64.073 11.1  ];0.5507603834699727;[107]
2361;[37.219 63.695  0.   ];[36.863 59.283  0.   ];4.426339345328145;[814]
2362;[ 42.265 141.01    0.   ];[ 41.329 141.45    0.   ];1.034261088893901;[2043]
2363;[14.831 96.745  0.   ];[23.779 95.977  0.   ];8.980897950650592;[1505]
2364;[38.902 64.473  7.4  ];[39.18  65.162  7.4  ];0.7429703897195428;[2320]
2365;[ 17.761 123.9     3.7  ];[ 17.571 122.2     3.7  ];1.7105846953600423;[1155]
2366;[42.636 16.877  0.   ];[39.46  12.893  0.   ];5.09502031399287;[886]
2367;[ 62.279 134.87    7.4  ];[ 61.109 135.36    7.4  ];1.2684636376341314;[2265]
2368;[32.996 29.263  3.7  ];[32.684 25.742  3.7  ];3.5347963166213705;[497]
2369;[ 48.996 141.59    0.   ];[ 48.739 141.71    0.   ];0.2836353292521996;[1916]
2370;[15.199 59.422  3.7  ];[15.166 58.697  3.7  ];0.7257506458832756;[1805]
2371;[ 63.796 103.32    0.   ];[ 62.693 103.79    0.   ];1.1989616340817648;[2624]
2372;[ 45.676 121.19   11.1  ];[ 45.085 123.39   11.1  ];2.2779993415275634;[152]
2373;[ 47.67 141.42   7.4 ];[ 50.378 139.83    7.4  ];3.1402808791571357;[1875]
2374;[ 42.211 101.88    3.7  ];[ 41.754 110.13    3.7  ];8.262647820160314;[1243]
2375;[ 22.697 145.66    0.   ];[ 25.561 143.11    0.   ];3.8347093762109163;[632]
2376;[ 39.534 150.18    3.7  ];[ 40.627 149.73    3.7  ];1.1820105752488101;[582]
2377;[ 36.337 131.27    0.   ];[ 35.891 131.45    0.   ];0.4809532201784252;[2891]
2378;[ 25.372 117.45    3.7  ];[ 23.154 120.65    3.7  ];3.8935233401124;[171]
2379;[66.917 40.641  0.   ];[65.58  37.509  0.   ];3.4054358017733937;[468]
2380;[23.256 55.32   3.7  ];[15.133 57.848  3.7  ];8.507285877411197;[1080]
2381;[ 17.46 125.1    3.7 ];[ 16.836 122.26    3.7  ];2.907744142802104;[122]
2382;[ 33.105 137.54    0.   ];[ 29.918 138.98    0.   ];3.4972230412142684;[1518]
2383;[ 71.006 107.18    0.   ];[ 70.85 106.81   0.  ];0.4015420276882673;[2678]
2384;[ 50.545 144.59    3.7  ];[ 51.236 144.31    3.7  ];0.7455742753072925;[524]
2385;[26.611 58.451  3.7  ];[28.65  57.774  3.7  ];2.148452931762758;[659]
2386;[ 49.174 136.55    0.   ];[ 51.592 140.45    0.   ];4.588760616985791;[1734]
2387;[64.599 71.898  3.7  ];[63.384 73.509  3.7  ];2.017807225678415;[491]
2388;[39.77  95.326  7.4  ];[38.311 95.049  7.4  ];1.4850622882559512;[1942]
2389;[36.952 60.451  0.   ];[43.872 59.689  0.   ];6.961827633603121;[2703]
2390;[38.122 71.242  7.4  ];[38.278 73.467  7.4  ];2.2304620597535334;[1337]
2391;[64.22  72.059  3.7  ];[63.05  72.565  3.7  ];1.2747297752857285;[2366]
2392;[35.203 16.258  0.   ];[36.25  13.943  0.   ];2.540754612315009;[1295]
2393;[ 57.611 108.98    3.7  ];[ 50.089 112.16    3.7  ];8.166571128692869;[2601]
2394;[ 42.5  119.29   0.  ];[ 42.912 119.11    0.   ];0.4496042704423543;[2924]
2395;[ 64.999 102.05    7.4  ];[ 64.32 103.38   7.4 ];1.4932986975150009;[428]
2396;[ 23.087 143.35    0.   ];[ 35.501 141.24    3.7  ];13.124385547521829;[99]
2397;[ 23.588 150.48    0.   ];[ 22.284 147.57    0.   ];3.1888110637038354;[1777]
2398;[ 68.542 131.39    0.   ];[ 61.544 134.53    0.   ];7.670176269160974;[883]
2399;[33.932 37.931  0.   ];[34.2   40.891  0.   ];2.9721076696512876;[2845]
2400;[ 49.943 142.66    3.7  ];[ 51.024 142.45    3.7  ];1.1012088811846779;[1011]
2401;[38.768 82.945  0.   ];[38.835 83.65   0.   ];0.7081765316642579;[1324]
2402;[13.884 91.571  0.   ];[ 7.8886 89.      0.    ];6.523408783757154;[1922]
2403;[ 43.96 115.93  11.1 ];[ 44.807 119.58   11.1  ];3.746986655967691;[740]
2404;[38.122 71.84  11.1  ];[39.459 72.341 11.1  ];1.4277849978200499;[380]
2405;[ 43.613 142.12    0.   ];[ 37.094 140.9     0.   ];6.63217618885385;[2510]
2406;[15.901 87.565  0.   ];[19.099 91.048  0.   ];4.7284768160582145;[472]
2407;[24.126 32.65   0.   ];[19.902 29.162  0.   ];5.477985031012771;[913]
2408;[ 38.165 121.69    3.7  ];[ 32.816 122.03    3.7  ];5.359794865477593;[175]
2409;[24.749 98.1    3.7  ];[24.738 98.02   3.7  ];0.08075270893288788;[1706]
2410;[17.149 65.658  3.7  ];[22.521 72.464  3.7  ];8.670641268095455;[145]
2411;[35.292 45.041  3.7  ];[35.113 53.827  3.7  ];8.787823223074076;[2452]
2412;[31.235 60.958  0.   ];[35.258 60.585  0.   ];4.040254694941895;[2148]
2413;[ 41.362 150.73    0.   ];[ 41.886 150.51    0.   ];0.5683097746827873;[91]
2414;[  9.983 109.79    0.   ];[ 7.1872 58.03    0.    ];51.83545213114284;[635]
2415;[38.423 23.017  0.   ];[40.217 23.609  0.   ];1.8891532494744814;[617]
2416;[ 42.144 110.22    7.4  ];[ 42.032 109.95    7.4  ];0.29230805667993187;[357]
2417;[ 41.018 118.61    7.4  ];[ 41.174 119.01    7.4  ];0.42934368517541305;[2117]
2418;[ 20.679 152.48    0.   ];[ 20.791 152.74    0.   ];0.28309715646754646;[750]
2419;[68.332 94.014  0.   ];[ 74.838 132.57    0.   ];39.10106356609753;[1899]
2420;[33.307 78.95   0.   ];[33.085 81.078  0.   ];2.1395485505124676;[369]
2421;[ 13.738 116.14    0.   ];[ 13.916 117.6     0.   ];1.4708106608261928;[1702]
2422;[ 47.737 124.08    0.   ];[ 46.121 125.28    0.   ];2.0128228933515255;[2785]
2423;[39.527 16.146  0.   ];[41.153 13.266  0.   ];3.3073064569223094;[2955]
2424;[27.814 76.411  0.   ];[29.229 79.345  0.   ];3.2573886780671386;[932]
2425;[ 7.7114 20.051   0.    ];[ 5.9061 20.206   0.    ];1.8119418009417412;[776]
2426;[ 35.623 140.87    0.   ];[ 28.224 138.32    0.   ];7.826091042148693;[651]
2427;[ 47.737 124.08    0.   ];[ 47.782 126.4     0.   ];2.3204363813731317;[2785]
2428;[34.913 40.075  0.   ];[37.532 40.198  0.   ];2.621886725241958;[1586]
2429;[ 57.734 105.07    7.4  ];[ 53.321 107.88    7.4  ];5.231698481372952;[1475]
2430;[ 51.716 108.47    0.   ];[ 50.301 109.88    0.   ];1.9975797856406106;[475]
2431;[ 27.612 111.89    0.   ];[ 30.431 114.48    0.   ];3.8281667936494137;[2572]
2432;[38.122 71.242  7.4  ];[38.166 71.776  7.4  ];0.5358096676992595;[1337]
2433;[43.304  9.404  0.   ];[44.229   8.9933  0.    ];1.0120768202068433;[1175]
2434;[ 29.585 111.43    0.   ];[ 29.25 111.51   0.  ];0.3444198019858909;[8]
2435;[ 38.197 149.62    3.7  ];[ 39.078 149.26    3.7  ];0.9517147681947623;[804]
2436;[36.228 52.637  3.7  ];[36.696 53.592  3.7  ];1.063507874912073;[2081]
2437;[ 40.35 103.71   7.4 ];[ 40.316 103.18    7.4  ];0.5310894463270628;[3051]
2438;[ 25.918 113.19    3.7  ];[ 28.637 120.6     3.7  ];7.8931021151382526;[366]
2439;[ 51.292 135.6     0.   ];[ 53.364 134.68    0.   ];2.2670650630275166;[2302]
2440;[14.208 59.811  3.7  ];[14.029 58.366  3.7  ];1.45604464217276;[2475]
2441;[39.926 97.577  7.4  ];[ 38.823 102.63    7.4  ];5.171983952024598;[2668]
2442;[ 13.738 116.14    0.   ];[ 14.117 119.38    0.   ];3.262091506993629;[1702]
2443;[ 24.379 149.53    0.   ];[ 27.265 152.09    0.   ];3.8577967805471567;[551]
2444;[20.203 32.282  0.   ];[20.114 31.338  0.   ];0.9481861631557335;[2290]
2445;[ 13.638 115.28    0.   ];[ 11.744 110.37    0.   ];5.262635841477155;[1750]
2446;[ 61.053 135.71   11.1  ];[ 61.432 135.55   11.1  ];0.41138911021076213;[353]
2447;[ 42.567 118.87    7.4  ];[ 42.912 126.57    7.4  ];7.707725021042189;[2315]
2448;[ 5.8613 41.857   0.    ];[ 6.9978 55.779   0.    ];13.968311145231556;[1445]
2449;[ 4.9254 30.495   0.    ];[ 5.4936 37.387   0.    ];6.915382508581864;[989]
2450;[23.924 86.759  0.   ];[21.996 86.951  0.   ];1.9375365802998405;[2876]
2451;[ 23.389 102.59    3.7  ];[ 23.211 103.91    3.7  ];1.331947446410699;[2559]
2452;[ 31.701 146.      3.7  ];[ 34.086 138.09    3.7  ];8.261738618474924;[1294]
2453;[28.95  91.853  0.   ];[29.217 94.424  0.   ];2.5848268800830865;[2145]
2454;[ 30.81 124.74   3.7 ];[ 31.256 123.28    3.7  ];1.526602764310344;[2173]
2455;[29.218 79.468  0.   ];[29.195 79.59   0.   ];0.12414910390333052;[1852]
2456;[ 39.479 149.1     3.7  ];[ 41.975 148.09    3.7  ];2.692603944140317;[1376]
2457;[21.25  92.083  3.7  ];[22.398 85.57   3.7  ];6.613401016118716;[2071]
2458;[30.254 93.912  0.   ];[30.365 94.488  0.   ];0.5865978179297906;[262]
2459;[ 28.66 102.15   3.7 ];[ 28.615 101.9     3.7  ];0.2540177159176111;[763]
2460;[18.766 29.22   0.   ];[24.817 43.484  0.   ];15.49439566423938;[1847]
2461;[44.429 71.77   7.4  ];[41.364 73.061  7.4  ];3.325794040526271;[2818]
2462;[ 43.102 111.99   11.1  ];[ 43.158 112.53   11.1  ];0.5428959384633553;[879]
2463;[ 67.55 131.83   0.  ];[ 64.062 133.4     0.   ];3.82505477084969;[3038]
2464;[50.235 77.275  7.4  ];[62.872 71.018  7.4  ];14.101199168865039;[567]
2465;[33.932 37.931  0.   ];[35.994 46.263  0.   ];8.583359948178803;[2845]
2466;[ 22.386 120.1     3.7  ];[ 22.809 121.38    3.7  ];1.3480834543899738;[1678]
2467;[ 64.854 133.8     7.4  ];[ 65.589 133.49    7.4  ];0.7976998182273835;[418]
2468;[ 22.073 144.22    0.   ];[ 22.474 145.16    0.   ];1.0219593925396426;[2757]
2469;[14.764 94.2    0.   ];[14.642 92.552  0.   ];1.6525096066286535;[1467]
2470;[ 41.362 150.73    0.   ];[ 41.173 149.44    0.   ];1.3037718358669892;[91]
2471;[ 22.073 144.22    0.   ];[ 25.148 143.3     0.   ];3.2096767750039836;[2757]
2472;[24.917 64.623  0.   ];[25.028 66.154  0.   ];1.5350185666629488;[1465]
2473;[28.282 80.689  0.   ];[28.215 80.028  0.   ];0.664386935452514;[505]
2474;[ 50.788 173.41    0.   ];[ 52.103 172.64    0.   ];1.5238520269370082;[502]
2475;[ 34.431 141.38    0.   ];[ 33.829 141.64    0.   ];0.6557469023945073;[1452]
2476;[40.673 77.697 11.1  ];[40.573 77.462 11.1  ];0.2553918557824427;[1535]
2477;[37.564 83.986  7.4  ];[38.98  83.762  7.4  ];1.433608035691762;[864]
